"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
44841,2016,"13158990",501,"Somalia 2016","Nutrition","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46492,2016,"2140000",506,"Sudan 2016","Coordination and support services","2986","International Organization for Migration","Project Priority","a) 25%"
46492,2016,"2140000",506,"Sudan 2016","Coordination and support services","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44879,2016,"12694661",501,"Somalia 2016","Health","2915","United Nations Children's Fund","Custom Location","Multi Zone"
44879,2016,"12694661",501,"Somalia 2016","Health","2915","United Nations Children's Fund","Project Priority","A - High"
44879,2016,"12694661",501,"Somalia 2016","Health","2915","United Nations Children's Fund","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
46484,2016,"1300000",506,"Sudan 2016","Nutrition","2986","International Organization for Migration","Project Priority","c) 75%"
46484,2016,"1300000",506,"Sudan 2016","Nutrition","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44774,2016,"6006565",501,"Somalia 2016","Education","2915","United Nations Children's Fund","Project Priority","A - High"
44774,2016,"6006565",501,"Somalia 2016","Education","2915","United Nations Children's Fund","Custom Location","Multi Zone"
44774,2016,"6006565",501,"Somalia 2016","Education","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44961,2016,"5291631",501,"Somalia 2016","Protection","2915","United Nations Children's Fund","Custom Location","Multi Zone"
44961,2016,"5291631",501,"Somalia 2016","Protection","2915","United Nations Children's Fund","Project Priority","A - High"
44961,2016,"5291631",501,"Somalia 2016","Protection","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46533,2016,"1240000",506,"Sudan 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Project Priority","a) 25%"
46533,2016,"1240000",506,"Sudan 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Response Type","Refugee"
46533,2016,"1240000",506,"Sudan 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44830,2016,"6560741",501,"Somalia 2016","Protection","2915","United Nations Children's Fund","Custom Location","Multi Zone"
44830,2016,"6560741",501,"Somalia 2016","Protection","2915","United Nations Children's Fund","Project Priority","A - High"
44830,2016,"6560741",501,"Somalia 2016","Protection","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44825,2016,"1863000",501,"Somalia 2016","Protection","2915","United Nations Children's Fund","Custom Location","Multi Zone"
44825,2016,"1863000",501,"Somalia 2016","Protection","2915","United Nations Children's Fund","Project Priority","A - High"
44825,2016,"1863000",501,"Somalia 2016","Protection","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44130,2016,"2328000",1011,"Syria Humanitarian Response Plan 2016","Protection","1850","World Vision International","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
46116,2016,"1377473",1064,"Central African Republic 2016","Protection","5298","Danish Refugee Council","Custom Location","Bangui"
46116,2016,"1377473",1064,"Central African Republic 2016","Protection","5298","Danish Refugee Council","Project Priority","C. Medium"
46116,2016,"1377473",1064,"Central African Republic 2016","Protection","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45178,2016,"5399755",500,"Iraq 2016","Early Recovery","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45178,2016,"5399755",500,"Iraq 2016","Early Recovery","2986","International Organization for Migration","Project Priority","High"
44127,2016,"3800000",1011,"Syria Humanitarian Response Plan 2016","Early Recovery","2986","International Organization for Migration","Project Priority","N/A"
44127,2016,"3800000",1011,"Syria Humanitarian Response Plan 2016","Early Recovery","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43967,2016,"5592534",1011,"Syria Humanitarian Response Plan 2016","Early Recovery","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43941,2016,"1150464",1011,"Syria Humanitarian Response Plan 2016","Protection","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43937,2016,"3039942",1011,"Syria Humanitarian Response Plan 2016","Health","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43950,2016,"7098522",1011,"Syria Humanitarian Response Plan 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44019,2016,"2000000",1011,"Syria Humanitarian Response Plan 2016","Health","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44019,2016,"2000000",1011,"Syria Humanitarian Response Plan 2016","Health","2986","International Organization for Migration","Project Priority","N/A"
46328,2016,"0",464,"Afghanistan 2016","Emergency Shelter and NFI","2986","International Organization for Migration","No field questions","No field answers"
45865,2016,"1750000",468,"Ecuador Earthquake Flash Appeal 2016","Early Recovery","5294","United Nations Development Programme","No field questions","No field answers"
42932,2016,"500000",498,"Cameroon 2016","Agriculture","2986","International Organization for Migration","Project Priority","High"
42932,2016,"500000",498,"Cameroon 2016","Agriculture","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
42929,2016,"640000",498,"Cameroon 2016","Emergency Shelter and NFI","2986","International Organization for Migration","Project Priority","High"
42929,2016,"640000",498,"Cameroon 2016","Emergency Shelter and NFI","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
42927,2016,"500000",498,"Cameroon 2016","Health","2986","International Organization for Migration","Project Priority","High"
42927,2016,"500000",498,"Cameroon 2016","Health","2986","International Organization for Migration","Response Type","Refugee"
42927,2016,"500000",498,"Cameroon 2016","Health","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45204,2016,"2700000",500,"Iraq 2016","Camp Coordination / Management","2986","International Organization for Migration","Project Priority","High"
45204,2016,"2700000",500,"Iraq 2016","Camp Coordination / Management","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43484,2016,"1000000",456,"Libya 2015-2016","Protection","2986","International Organization for Migration","Project Priority","High"
43484,2016,"1000000",456,"Libya 2015-2016","Protection","2986","International Organization for Migration","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
45158,2016,"10752863",500,"Iraq 2016","Emergency Shelter and NFI","2986","International Organization for Migration","Subset Of Plan","B. Second-Line Response"
45158,2016,"10752863",500,"Iraq 2016","Emergency Shelter and NFI","2986","International Organization for Migration","Project Priority","High"
45158,2016,"10752863",500,"Iraq 2016","Emergency Shelter and NFI","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45116,2016,"750000",500,"Iraq 2016","Health","2986","International Organization for Migration","Project Priority","Medium"
45116,2016,"750000",500,"Iraq 2016","Health","2986","International Organization for Migration","Subset Of Plan","C. Full Cluster Response"
45116,2016,"750000",500,"Iraq 2016","Health","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46329,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Protection","2986","International Organization for Migration","No field questions","No field answers"
45084,2016,"2600000",501,"Somalia 2016","Logistics","3049","World Food Programme","Project Priority","A - High"
45084,2016,"2600000",501,"Somalia 2016","Logistics","3049","World Food Programme","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44797,2016,"1840000",501,"Somalia 2016","Health","4398","World Health Organization","Project Priority","A - High"
44797,2016,"1840000",501,"Somalia 2016","Health","4398","World Health Organization","Custom Location","Multi Zone"
44797,2016,"1840000",501,"Somalia 2016","Health","4398","World Health Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46369,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Nutrition","3049","World Food Programme","No field questions","No field answers"
45707,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","","4536","Action Contre la Faim - Action Against Hunger International","No field questions","No field answers"
