"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
54851,2018,"5041974",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","1504","Concern Worldwide","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
54850,2018,"288800",1128,"Syria Humanitarian Response Plan 2018","Protection - Child Protection","1504","Concern Worldwide","Project Grouping 2","NOT SPECIFIED"
54850,2018,"288800",1128,"Syria Humanitarian Response Plan 2018","Protection - Child Protection","1504","Concern Worldwide","Project Grouping 1","Child Protection"
54850,2018,"288800",1128,"Syria Humanitarian Response Plan 2018","Protection - Child Protection","1504","Concern Worldwide","Subset Of Plan","A"
54850,2018,"288800",1128,"Syria Humanitarian Response Plan 2018","Protection - Child Protection","1504","Concern Worldwide","Project Priority","NOT SPECIFIED"
54850,2018,"288800",1128,"Syria Humanitarian Response Plan 2018","Protection - Child Protection","1504","Concern Worldwide","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
55213,2018,"3331221",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","5298","Danish Refugee Council","Subset Of Plan","X"
55213,2018,"3331221",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","5298","Danish Refugee Council","Project Grouping 1","Early Recovery and Livelihoods"
55213,2018,"3331221",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","5298","Danish Refugee Council","Project Grouping 2","NOT SPECIFIED"
55213,2018,"3331221",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","5298","Danish Refugee Council","Project Priority","NOT SPECIFIED"
55213,2018,"3331221",1128,"Syria Humanitarian Response Plan 2018","Early Recovery","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55195,2018,"2831404",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","5298","Danish Refugee Council","Project Grouping 1","Shelter / NFI"
55195,2018,"2831404",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","5298","Danish Refugee Council","Project Grouping 2","NOT SPECIFIED"
55195,2018,"2831404",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","5298","Danish Refugee Council","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
55195,2018,"2831404",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","5298","Danish Refugee Council","Project Priority","NOT SPECIFIED"
55195,2018,"2831404",1128,"Syria Humanitarian Response Plan 2018","Emergency Shelter and NFI","5298","Danish Refugee Council","Subset Of Plan","X"
56671,2018,"5786070",5685,"Burundi Plan de Réponse Humanitaire 2018","Protection","4397","United Nations High Commissioner for Refugees","Project Priority","NOT SPECIFIED"
56671,2018,"5786070",5685,"Burundi Plan de Réponse Humanitaire 2018","Protection","4397","United Nations High Commissioner for Refugees","Custom Location","00. Multiples provinces"
52923,2018,"1371500",1121,"Ukraine Humanitarian Response Plan 2018","Protection","2178","Norwegian Refugee Council","Project Priority","Critical"
52923,2018,"1371500",1121,"Ukraine Humanitarian Response Plan 2018","Protection","2178","Norwegian Refugee Council","Custom Location","Government-Controlled Areas (GCAs)"
54996,2018,"13149988",1128,"Syria Humanitarian Response Plan 2018","Health","3001","International Rescue Committee","Subset Of Plan","Y"
54996,2018,"13149988",1128,"Syria Humanitarian Response Plan 2018","Health","3001","International Rescue Committee","Project Priority","NOT SPECIFIED"
54996,2018,"13149988",1128,"Syria Humanitarian Response Plan 2018","Health","3001","International Rescue Committee","Project Grouping 1","Health"
54996,2018,"13149988",1128,"Syria Humanitarian Response Plan 2018","Health","3001","International Rescue Committee","Project Grouping 2","NOT SPECIFIED"
54996,2018,"13149988",1128,"Syria Humanitarian Response Plan 2018","Health","3001","International Rescue Committee","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","% qui contribue à l’OS 2 : Renforcer la résilience","90"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","% qui contribue à la crise sécurité alimentaire et malnutrition","75"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Indicators and targets","Le projet dispose d'un ensemble d'indicateurs coorporatifs dont la cible  est determinee et la mesure des changements sera operee par une evaluation finale. Le systeme de suivi a mis a jour les outils de collecte de donnees de maniere progressive pour avoir une visibilite tout au long de l'implementation des activites. Les principaux indicateurs sont presentes ci-dessous: 

•	Montant de cash ou bon distribué aux bénéficiaires (USD 3,422,112)
•	Nombre de bénéficiaires par sexe et tranche d’Age
•	% bénéficiaires avec Score de consommation alimentaire acceptable (60%)
     •	Valeur des vivres distribués (USD 1,358,847)
•	Quantité de vivres distribuée 
•	Score de diversité alimentaire (< 5 )
     •	Indexe  de Stratégie d'adaptation (> 7)
     •	Indexe  de Stratégie d'adaptation/Livelihoods (<15%)
•	Community Asset Score (5)
•	% des ménages ayant déclaré être satisfait de l’assistance reçue (80%).
"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","% qui contribue à la crise mouvement de population","25"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","% qui contribue à la réponse aux besoins dans le reste du pays?","80"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","% qui contribue à l’OS 1 : Sauver des vies","0"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Veuillez sélectionner l’analyse qui se rapporte le mieux à votre","1 - Ce projet intègre, de manière modérée, la protection transversale."
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","% qui contribue à la crise urgence sanitaire","0"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","% qui contribue à l’OS 3 : Protection des personnes affectées","10"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Lake Chad Basin","false"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","% qui contribue à la réponse aux besoins dans le Sud?","20"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","% qui contribue à la réponse à la crise des réfugiés soudanais à","0"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Conditionality","Conditional"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Restriction","Unknown"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Estimated percentage of project requirements to be used for cash","50%"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Is any part of this project cash based intervention?","true"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Response Type","Cluster"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Needs","Pour une mise en œuvre efficace, le programme requiert des ressources financières pour le transfert direct aux ménages participants aux travaux, l'octroi des outils et autres articles non alimentaires importants pour assurer la réalisation des actifs en qualité. 
Par ailleurs, les fonds sont nécessaires pour contracter avec des ONG appropries et trouver des services spécialisés pour certains ouvrages spécifiques demandant une grande technicité ; mais aussi permettre au PAM de faire un meilleur suivi des activités.
"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Activities or outputs","Les principales activites du projet sont presentees ci-dessous: 
•	Réaliser une étude de base ;
•	Identifier des actifs à créer ;
•	Sélectionner les partenaires coopérants et les partenaires financiers
•	Sélectionner les commerçants partenaires
•	Assurer le suivi-évaluation des activités
•	Distribuer les vivres et le cash aux bénéficiaires ;
•	Renforcer les capacités des communautés à travers des formations thématiques ;
•	Réaliser des formations sur la Planification Communautaire Participative et la Planification Saisonnière basée sur les Moyens d’Existence.
•	Mettre en place des lignes vertes pour la collecte et le traitement des plaintes
•	Assurer la mise en place de comités de plaintes et de redevabilité sur les sites de distribution pour l’enregistrement et la gestion des plaintes des bénéficiaires
•	Mettre en place des help desk sur les sites de distribution pour orienter et assister les bénéficiaires en cas de besoin, notamment ceux )à besoins spécifiques.

"
52847,2018,"9548551",5684,"Tchad Plan de Réponse Humanitaire 2018","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
